timestamp,corpus,tokens,n_docs,k,ngram,distance,mfw_min,mfw_max,ari_hclust,ari_kmeans
2025-09-13 18:41:02,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,2,canberra,400,400,0.4491784486052732,0.3384061233678523
2025-09-13 18:41:11,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,2,canberra,500,500,0.484994640943194,0.5263157894736842
2025-09-13 18:41:19,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,2,canberra,600,600,0.5192023633677991,0.45176848874598075
2025-09-13 18:41:30,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,2,canberra,700,700,0.5237873568569034,0.5932255111382362
2025-09-13 18:41:38,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,2,canberra,800,800,0.607748896517901,0.5712604217753801
2025-09-13 18:41:58,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,delta,100,100,0.22728833344777863,0.20303230059327615
2025-09-13 18:42:19,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,delta,200,200,0.18858657015446265,0.2502675322822287
2025-09-13 18:42:39,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,delta,300,300,0.30445429876232705,0.25384893386338997
2025-09-13 18:42:59,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,delta,400,400,0.21356706376149617,0.25112597243073564
2025-09-13 18:43:18,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,delta,500,500,0.25636330342428126,0.21316098707403056
2025-09-13 18:43:39,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,delta,600,600,0.212792196872022,0.26595946201932186
2025-09-13 18:43:59,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,delta,700,700,0.24961373390557945,0.2853868967376651
2025-09-13 18:44:20,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,delta,800,800,0.21952296819787984,0.3209790696057298
2025-09-13 18:44:56,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,cosine,100,100,0.30047505938242286,0.37770897832817335
2025-09-13 18:45:35,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,cosine,200,200,0.5034907597535935,0.48439425051334706
2025-09-13 18:46:17,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,cosine,300,300,0.5855529070369987,0.5382909052498152
2025-09-13 18:46:58,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,cosine,400,400,0.5329566854990584,0.5077399380804953
2025-09-13 18:47:41,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,cosine,500,500,0.5855529070369987,0.5834044368600683
2025-09-13 18:48:24,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,cosine,600,600,0.6365268828562375,0.6107972379158819
2025-09-13 18:49:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,cosine,700,700,0.6758212738988064,0.6294022617124394
2025-09-13 18:49:46,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,cosine,800,800,0.7024317406143344,0.6377708978328174
2025-09-13 18:50:28,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,argamon,100,100,0.1711739397664413,0.17531193596484346
2025-09-13 18:51:11,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,argamon,200,200,0.14187423329244225,0.19577544655514603
2025-09-13 18:51:52,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,argamon,300,300,0.1861386138613861,0.2336705299122396
2025-09-13 18:52:31,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,argamon,400,400,0.19596541786743515,0.23946563455896125
2025-09-13 18:53:12,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,argamon,500,500,0.19360969236251335,0.2046979865771812
2025-09-13 18:53:54,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,argamon,600,600,0.19085331846068043,0.25482578608716766
2025-09-13 18:54:34,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,argamon,700,700,0.24247016480394015,0.26296829971181557
2025-09-13 18:55:14,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,argamon,800,800,0.1906752880548398,0.189424753050552
2025-09-13 18:55:55,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,euclidean,100,100,0.16720595981638947,0.2045044338067959
2025-09-13 18:56:36,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,euclidean,200,200,0.17823508894314616,0.18636826042726343
2025-09-13 18:57:15,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,euclidean,300,300,0.1643715206563141,0.2921154674709177
2025-09-13 18:57:56,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,euclidean,400,400,0.15768374164810692,0.2073511785856972
2025-09-13 18:58:36,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,euclidean,500,500,0.17809200783451964,0.19819156765850068
2025-09-13 18:59:16,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,euclidean,600,600,0.19405756731662027,0.1789655503310623
2025-09-13 18:59:57,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,euclidean,700,700,0.17699115044247787,0.20576337212205964
2025-09-13 19:00:36,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,euclidean,800,800,0.2069530993768449,0.25180115273775217
2025-09-13 19:00:57,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,eder,100,100,0.12697308949308114,0.18840579710144928
2025-09-13 19:01:17,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,eder,200,200,0.18636826042726343,0.2632286995515695
2025-09-13 19:01:40,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,eder,300,300,0.23946563455896125,0.19628860454210492
2025-09-13 19:02:00,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,eder,400,400,0.24247016480394015,0.28026533996683245
2025-09-13 19:02:25,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,eder,500,500,0.27943604725009524,0.2783767080958594
2025-09-13 19:03:07,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,eder,600,600,0.27105245528237426,0.2307255161962493
2025-09-13 19:03:48,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,eder,700,700,0.2533051614850588,0.27297697020916967
2025-09-13 19:04:24,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,eder,800,800,0.24738614212298424,0.2413157894736842
2025-09-13 19:05:01,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,simple,100,100,0.3781047000382117,0.29866865282562144
2025-09-13 19:05:23,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,simple,200,200,0.35209003215434087,0.2980543441798055
2025-09-13 19:05:44,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,simple,300,300,0.3853161843515541,0.36425781250000006
2025-09-13 19:06:06,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,simple,400,400,0.3005456422356585,0.34318597959717495
2025-09-13 19:06:29,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,simple,500,500,0.39146942402455776,0.3853161843515541
2025-09-13 19:07:03,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,simple,600,600,0.3262479101982326,0.3916470982891647
2025-09-13 19:07:34,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,simple,700,700,0.38238911207674015,0.4039950062421973
2025-09-13 19:08:01,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,simple,800,800,0.31251271617497456,0.443387718291383
2025-09-13 19:08:17,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,canberra,100,100,0.2947695897336185,0.27158986878242297
2025-09-13 19:08:32,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,canberra,200,200,0.3128524207660898,0.2476780185758514
2025-09-13 19:08:48,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,canberra,300,300,0.4313400352368121,0.41619585687382293
2025-09-13 19:09:03,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,canberra,400,400,0.4891698621618821,0.4376133843983068
2025-09-13 19:09:20,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,canberra,500,500,0.579876796714579,0.5313444869985889
2025-09-13 19:09:36,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,canberra,600,600,0.5660120552206883,0.604829516012022
2025-09-13 19:09:53,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,canberra,700,700,0.6691776522284997,0.604829516012022
2025-09-13 19:10:08,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,3,canberra,800,800,0.6758212738988064,0.616879687334953
2025-09-13 19:10:31,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,delta,100,100,0.04354962982814646,0.02126217402161892
2025-09-13 19:10:53,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,delta,200,200,0.01573072696778671,0.02273416186723249
2025-09-13 19:40:33,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,delta,300,300,0.01665450487187191,0.02702873381749289
2025-09-13 19:40:59,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,delta,400,400,0.02578317639465801,0.01687473939810159
2025-09-13 19:41:22,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,delta,500,500,0.02134654357126773,0.03820741166331514
2025-09-13 19:41:46,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,delta,600,600,0.02395048439181916,0.02953127682710467
2025-09-13 19:42:10,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,delta,700,700,0.02413870749831119,0.03683213048222524
2025-09-13 19:42:34,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,delta,800,800,0.02226510743706435,0.0430640243902439
2025-09-13 19:42:58,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,cosine,100,100,0.06042177538008827,0.03996590586229756
2025-09-13 19:43:21,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,cosine,200,200,0.13067360508817577,0.11515448749386954
2025-09-13 19:43:50,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,cosine,300,300,0.13484539735979448,0.15416479063484917
2025-09-13 23:38:37,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,cosine,400,400,0.19722730839654723,0.1904842389926477
2025-09-14 14:12:24,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,cosine,500,500,0.23167516259448057,0.2444608567208272
2025-09-14 14:12:38,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,cosine,600,600,0.2357984994640943,0.2357984994640943
2025-09-14 14:12:54,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,cosine,700,700,0.23791085096803244,0.2970645104587801
2025-09-14 14:13:12,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,cosine,800,800,0.25019934437848856,0.2546600630346691
2025-09-14 14:13:28,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,argamon,100,100,0.00545187670371146,0.03355704697986577
2025-09-14 14:14:15,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,argamon,200,200,0.02294126281795877,0.03435033070194154
2025-09-14 14:15:11,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,argamon,300,300,0.0193778684344722,0.02981359881381063
2025-09-14 14:16:06,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,argamon,400,400,0.02101647336928418,0.02789768470621811
2025-09-14 14:17:06,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,argamon,500,500,0.02270508216525725,0.03341734870153776
2025-09-14 14:18:08,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,argamon,600,600,0.0275985434102089,0.04109279747121246
2025-09-14 14:19:03,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,argamon,700,700,0.018757327080890972,0.03498119534188228
2025-09-14 14:19:58,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,argamon,800,800,0.03327321055629391,0.04912661065806006
2025-09-14 14:20:55,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,euclidean,100,100,0.02070787110406762,0.01089185033316248
2025-09-14 14:21:50,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,euclidean,200,200,0.00773645058448459,0.02678945165341147
2025-09-14 14:22:44,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,euclidean,300,300,0.01712147485625627,0.03489156626506024
2025-09-14 14:23:45,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,euclidean,400,400,0.02606635071090047,0.02166380521304823
2025-09-14 14:24:39,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,euclidean,500,500,0.02105263157894737,0.0252300306707561
2025-09-14 14:25:34,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,euclidean,600,600,0.02989146095475938,0.03822714681440443
2025-09-14 14:26:30,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,euclidean,700,700,0.02843335806380461,0.0285316795963121
2025-09-14 14:27:24,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,euclidean,800,800,0.02173346083630357,0.0216912664111555
2025-09-14 14:28:19,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,eder,100,100,0.01024832479306267,0.00246664424262809
2025-09-14 14:29:14,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,eder,200,200,0.02769480242382862,0.02191316359526575
2025-09-14 14:30:09,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,eder,300,300,0.02187222018732667,0.01812497167973175
2025-09-14 14:31:00,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,eder,400,400,0.0214652356509566,0.02113143754150818
2025-09-14 14:31:53,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,eder,500,500,0.02714355886259028,0.03056093792156189
2025-09-14 14:32:46,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,eder,600,600,0.01947772127897957,0.02394949694219767
2025-09-14 14:33:15,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,eder,700,700,0.02016626882871018,0.02975270479134466
2025-09-14 14:33:37,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,eder,800,800,0.02064283191397511,0.02840957613367872
2025-09-14 14:33:58,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,simple,100,100,0.02326708676684439,0.01352322190761948
2025-09-14 14:34:20,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,simple,200,200,0.02003037782418834,0.04256582854880222
2025-09-14 14:35:08,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,simple,300,300,0.01532460295346893,0.03678130394369938
2025-09-14 14:36:04,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,simple,400,400,0.02243461340353688,0.03235014272121789
2025-09-14 14:37:00,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,simple,500,500,0.03060333761232349,0.04551780122927056
2025-09-14 14:37:55,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,simple,600,600,0.02610941535571731,0.04009103239006
2025-09-14 14:38:42,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,simple,700,700,0.03985424732407196,0.03552034753721331
2025-09-14 14:39:28,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,simple,800,800,0.03247533518846445,0.04261033031957748
2025-09-14 14:40:01,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,canberra,100,100,0.08852988691437802,0.02746382169641914
2025-09-14 14:40:21,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,canberra,200,200,0.08537350910232265,0.1271331058020478
2025-09-14 14:40:42,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,canberra,300,300,0.14697098976109216,0.108562197092084
2025-09-14 14:41:03,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,canberra,400,400,0.1453469948241259,0.17247061408326927
2025-09-14 14:41:25,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,canberra,500,500,0.20843230403800475,0.2042885813879793
2025-09-14 14:41:46,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,canberra,600,600,0.2688206785137318,0.2514683489232108
2025-09-14 14:42:08,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,canberra,700,700,0.2888529886914378,0.31550038448863016
2025-09-14 14:42:30,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,94,47,4,canberra,800,800,0.2514683489232108,0.2964037724116489
2025-09-14 15:40:32,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,delta,100,100,0.6894991922455573,0.6107972379158819
2025-09-14 15:40:34,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,delta,200,200,0.7421075085324232,0.7729693741677763
2025-09-14 15:40:41,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,delta,300,300,0.8227777155027464,0.781078354444569
2025-09-14 15:40:48,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,delta,400,400,0.8058881687355817,0.7774635631933869
2025-09-14 15:40:56,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,delta,500,500,0.8263209930792047,0.7976941483576245
2025-09-14 15:41:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,delta,600,600,0.8263209930792047,0.8058881687355817
2025-09-14 15:41:14,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,delta,700,700,0.8263209930792047,0.843627396031835
2025-09-14 15:41:22,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,delta,800,800,0.843627396031835,0.8142476697736352
2025-09-14 15:41:29,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,cosine,100,100,0.7854553443919586,0.5500907075186454
2025-09-14 15:41:37,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,cosine,200,200,0.7976941483576245,0.6191950464396285
2025-09-14 15:41:46,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,cosine,300,300,0.7544100559839443,0.6250755895988712
2025-09-14 15:41:55,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,cosine,400,400,0.7544100559839443,0.6121452548062252
2025-09-14 15:42:01,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,cosine,500,500,0.7544100559839443,0.6753593429158111
2025-09-14 15:42:10,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,cosine,600,600,0.7275580665411174,0.6625680306389841
2025-09-14 15:42:18,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,cosine,700,700,0.7544100559839443,0.6180698151950719
2025-09-14 15:42:26,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,cosine,800,800,0.7544100559839443,0.6180698151950719
2025-09-14 15:42:32,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,argamon,100,100,0.6886377903327056,0.68259385665529
2025-09-14 15:42:41,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,argamon,200,200,0.6944558521560575,0.7619453924914675
2025-09-14 15:42:48,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,argamon,300,300,0.8142476697736352,0.7936085219707057
2025-09-14 15:42:58,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,argamon,400,400,0.8263209930792047,0.7774635631933869
2025-09-14 15:43:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,argamon,500,500,0.8263209930792047,0.855525965379494
2025-09-14 15:43:11,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,argamon,600,600,0.8142476697736352,0.8263209930792047
2025-09-14 15:43:16,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,argamon,700,700,0.843627396031835,0.8142476697736352
2025-09-14 15:43:19,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,argamon,800,800,0.7976941483576245,0.7976941483576245
2025-09-14 15:43:23,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,euclidean,100,100,0.5913259457393962,0.6180698151950719
2025-09-14 15:43:26,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,euclidean,200,200,0.7256637168141593,0.6497175141242938
2025-09-14 15:43:28,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,euclidean,300,300,0.713552361396304,0.8179247335218621
2025-09-14 15:43:32,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,euclidean,400,400,0.7275580665411174,0.8058881687355817
2025-09-14 15:43:38,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,euclidean,500,500,0.7696284329563813,0.8058881687355817
2025-09-14 15:43:43,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,euclidean,600,600,0.7347628604626598,0.7619453924914675
2025-09-14 15:43:50,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,euclidean,700,700,0.7347628604626598,0.8058881687355817
2025-09-14 15:43:54,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,euclidean,800,800,0.7347628604626598,0.8058881687355817
2025-09-14 15:43:58,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,eder,100,100,0.5660120552206883,0.546999689086952
2025-09-14 15:44:01,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,eder,200,200,0.7854553443919586,0.6694668820678514
2025-09-14 15:44:06,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,eder,300,300,0.7696284329563813,0.7619453924914675
2025-09-14 15:44:09,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,eder,400,400,0.8142476697736352,0.8019280349736576
2025-09-14 15:44:13,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,eder,500,500,0.8142476697736352,0.8525481313703285
2025-09-14 15:44:17,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,eder,600,600,0.8058881687355817,0.8314835787089467
2025-09-14 15:44:21,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,eder,700,700,0.8263209930792047,0.8525481313703285
2025-09-14 15:44:25,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,eder,800,800,0.843627396031835,0.8227777155027464
2025-09-14 15:44:28,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,simple,100,100,0.7445896957047127,0.6819359519121152
2025-09-14 15:44:31,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,simple,200,200,0.7936085219707057,0.7167718077006744
2025-09-14 15:44:35,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,simple,300,300,0.8019280349736576,0.8736126840317101
2025-09-14 15:44:39,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,simple,400,400,0.8019280349736576,0.7936085219707057
2025-09-14 15:44:44,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,simple,500,500,0.7976941483576245,0.8058881687355817
2025-09-14 15:44:50,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,simple,600,600,0.8142476697736352,0.8142476697736352
2025-09-14 15:44:54,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,simple,700,700,0.8142476697736352,0.8314835787089467
2025-09-14 15:44:59,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,simple,800,800,0.8142476697736352,0.7936085219707057
2025-09-14 15:45:03,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,canberra,100,100,0.6502375296912114,0.6502375296912114
2025-09-14 15:45:08,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,canberra,200,200,0.7256637168141593,0.6954684694200909
2025-09-14 15:45:13,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,canberra,300,300,0.7544100559839443,0.7347628604626598
2025-09-14 15:45:17,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,canberra,400,400,0.7397657788371852,0.7222696245733788
2025-09-14 15:45:22,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,canberra,500,500,0.7347628604626598,0.7275580665411174
2025-09-14 15:45:26,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,canberra,600,600,0.7012125608871386,0.6563467492260062
2025-09-14 15:45:31,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,canberra,700,700,0.7275580665411174,0.7696284329563813
2025-09-14 15:45:36,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,1,canberra,800,800,0.7544100559839443,0.70809792843691155
2025-09-14 15:45:49,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,2,delta,100,100,0.30131674610227,0.2512579671251258
2025-09-14 15:46:02,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,2,delta,200,200,0.40028660138524,0.3942556697794868
2025-09-14 15:46:10,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,2,delta,300,300,0.4281380667377224,0.36651285431773234
2025-09-14 15:46:18,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,2,delta,400,400,0.4244489256658091,0.4301711388125924
2025-09-14 15:46:26,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,2,delta,500,500,0.41886973837808145,0.3720844586300025
2025-09-14 15:46:34,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,94,47,2,delta,600,600,0.4060976447160613,0.32412017167381973
