ngram,distance,timestamp,corpus,tokens,mfw_min_grid,mfw_max_grid,n_mfw_used,mean_ari_hclust,median_ari_hclust,sd_ari_hclust,mean_ari_kmeans,median_ari_kmeans,sd_ari_kmeans
2,argamon,2025-09-14 14:42:31,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,100,800,8,0.4968635148599704,0.5053772408765211,0.08549176068355344,0.5052979492789179,0.5324122058792935,0.0755878803267444
2,euclidean,2025-09-14 14:42:31,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,100,800,8,0.4757572212916027,0.4911231685261369,0.08878539734820347,0.5120586483141177,0.5109859154929578,0.07811854829599303
2,eder,2025-09-14 14:42:31,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,100,800,8,0.47214643550021274,0.5013649519193535,0.09920165487956202,0.4975020517561387,0.48492827310695474,0.10965186026506574
2,canberra,2025-09-14 14:42:31,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,100,800,8,0.4482873085786878,0.4670865447742336,0.10733901727282072,0.43208201221369247,0.44255706564330055,0.13998448016889858
1,euclidean,2025-09-14 14:42:31,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,100,800,8,0.42492064832000254,0.4471481787490804,0.06584730936541992,0.4111875581031995,0.42753599164724687,0.06353572235366892
3,simple,2025-09-14 14:42:31,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,100,800,8,0.35358446515678377,0.3650973660962763,0.0361003513686429,0.36606409953461266,0.3747869984257771,0.05090182764277636
3,delta,2025-09-14 14:42:31,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,100,800,8,0.23402355856572837,0.22340565082282923,0.03564106004004968,0.25547014432579723,0.2524874531470628,0.03757814090939542
3,eder,2025-09-14 14:42:31,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,100,800,8,0.23080711942796983,0.2449281534634622,0.05033147274761476,0.24394792814211488,0.25227224451262686,0.03636487413976948
3,argamon,2025-09-14 14:42:31,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,100,800,8,0.18909508355870985,0.19076430325776011,0.02798414788024433,0.21951754655223835,0.2191842582447104,0.03246072743786751
4,canberra,2025-09-14 14:42:31,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,100,800,8,0.185474462596038,0.17770164689954843,0.08020255572725107,0.18791135323566116,0.1883795977356243,0.09879949534422676
4,cosine,2025-09-14 14:42:31,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,100,800,8,0.1848439929537127,0.2144512354955139,0.0686038928228762,0.19146916908275433,0.213141369228371,0.08458844046379373
3,euclidean,2025-09-14 14:42:31,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,100,800,8,0.1779487670043024,0.17754157913849877,0.01608985949021713,0.21563262289250612,0.20513390296442777,0.03770690845620978
4,simple,2025-09-14 14:42:31,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,100,800,8,0.02626237705357697,0.02468825106128085,0.00778554867514984,0.03612000107468254,0.03843616816687968,0.01009514713376332
4,delta,2025-09-14 14:42:31,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,100,800,8,0.02417736012011569,0.02310779591444175,0.00859838557539939,0.02944183155841685,0.02828000532229878,0.00920154122913765
4,euclidean,2025-09-14 14:42:31,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,100,800,8,0.02159288233619049,0.02139304620762547,0.00705852573018566,0.02598959961966382,0.02600974116208378,0.00846683993596438
4,argamon,2025-09-14 14:42:31,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,100,800,8,0.02139020556725971,0.02186077776727071,0.00800924018139505,0.03552957667181608,0.03395368884090365,0.00672724376013805
4,eder,2025-09-14 14:42:31,data/interim/fixed_8000_balanced_2_20250828_160242/chunks,752000,100,800,8,0.02108887049242871,0.02105403378246586,0.00537475916417943,0.02203861660598959,0.02293133026873171,0.00906795879704228
1,delta,2025-09-14 16:50:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,100,800,8,0.7978578700357197,0.8245493542909755,0.05353301769611073,0.7754707390775363,0.7893862514010968,0.0704344839425151
1,simple,2025-09-14 16:50:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,100,800,8,0.7978114306626579,0.8019280349736576,0.02297381739220314,0.7888946131005093,0.7997483453531438,0.06165436618222455
1,argamon,2025-09-14 16:50:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,100,800,8,0.7881940640729878,0.8142476697736352,0.06109280537347387,0.7886750138626011,0.7956513351641652,0.051740141488461
1,eder,2025-09-14 16:50:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,100,800,8,0.778178466245365,0.8100679192546084,0.08873049869485228,0.7674621944465349,0.812352875238202,0.10761233640225688
1,cosine,2025-09-14 16:50:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,100,800,8,0.7603447299013028,0.7544100559839443,0.02163525260159829,0.6225717002885387,0.6186324308173502,0.03742927029866728
1,canberra,2025-09-14 16:50:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,100,800,8,0.72350257815017,0.7311604635018887,0.03420016651615162,0.7080462076634697,0.7151837765051452,0.04011064636060456
1,euclidean,2025-09-14 16:50:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,100,800,8,0.7165021381044172,0.7311604635018887,0.05305888042477902,0.7589012662843777,0.8058881687355817,0.07935337039255763
2,simple,2025-09-14 16:50:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,100,800,8,0.6156422534045707,0.6426082755913833,0.0946757468533962,0.6098636195321153,0.6563467492260062,0.11673046284620649
2,canberra,2025-09-14 16:50:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,100,800,8,0.5785356994326258,0.6531517093753049,0.14784731006895502,0.5448219482744847,0.5809444580145027,0.17125082291748908
2,cosine,2025-09-14 16:50:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,100,800,8,0.5350412993099044,0.5622440851651227,0.10026306870384256,0.5162903479487676,0.5182877294926075,0.11387671058380622
2,eder,2025-09-14 16:50:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,100,800,8,0.38752478164556586,0.40479119080515696,0.06421108289007228,0.3869332310989396,0.40558143840894423,0.08294450050604434
2,delta,2025-09-14 16:50:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,100,800,8,0.3785830765306054,0.40319212305065066,0.05371260584867047,0.3725280187493063,0.37506911617183214,0.06462665686377488
2,argamon,2025-09-14 16:50:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,100,800,8,0.3187316623958021,0.33890382310230904,0.04576817079246065,0.37277166843890697,0.37307661255127866,0.04969909749244136
2,euclidean,2025-09-14 16:50:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,100,800,8,0.29596123704755345,0.28582726422977284,0.04701125818496589,0.32128588195951685,0.3240217174214901,0.06619178466280307
4,canberra,2025-09-14 16:50:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,100,800,4,0.18081081305238433,0.1873123320098185,0.02261459085285496,0.2074086805452288,0.20196936118912523,0.02774940472861993
3,cosine,2025-09-14 16:50:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,100,800,8,0.173290251426562,0.18512103719661172,0.06745809608629355,0.1727575551028848,0.20339800148536477,0.08038545880672071
3,canberra,2025-09-14 16:50:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,100,800,8,0.16610949802984448,0.16735599468149925,0.05609155277935417,0.14718553128557174,0.16130201304217243,0.06470662694205594
3,argamon,2025-09-14 16:50:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,100,800,8,0.02795209456411118,0.02945236835534685,0.01352391623333376,0.03522111591516208,0.03433207347386136,0.0171201982763056
3,simple,2025-09-14 16:50:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,100,800,8,0.02791387271147143,0.03224760491401193,0.01216332003433305,0.03056315572646665,0.03231108127224449,0.01009063445680885
3,euclidean,2025-09-14 16:50:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,100,800,8,0.02579794081592966,0.02703231335644558,0.01304877620823258,0.02818500357607103,0.02586878259081881,0.01484076543187989
3,delta,2025-09-14 16:50:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,100,800,8,0.02420290550992893,0.02536059785540058,0.00979821499675609,0.03038460147039177,0.03269242116637895,0.01352607332568961
4,argamon,2025-09-14 16:50:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,100,800,8,0.02284641903179614,0.01995152953738996,0.007341390109238,0.02486627672602542,0.02400534642817747,0.00385471756933432
4,delta,2025-09-14 16:50:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,100,800,8,0.02073744891139113,0.02073579078518171,0.00666645011233859,0.02482801335126289,0.02512950036494866,0.00776527962109279
3,eder,2025-09-14 16:50:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,100,800,8,0.02057859696981395,0.02172324841013742,0.00815016850514174,0.02395549417531907,0.02492158572979586,0.0086815886075744
4,simple,2025-09-14 16:50:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,100,800,8,0.01997545437781421,0.01698174590485655,0.00908832815871012,0.02648011991590868,0.0256105979838947,0.0083340383317961
4,eder,2025-09-14 16:50:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,100,800,8,0.0193134664976369,0.01865005079259512,0.00460637413315768,0.02472719288666575,0.02129829725489978,0.00906630743528564
4,euclidean,2025-09-14 16:50:05,data/interim/fixed_8000_balanced_2_20250828_160242/chunks_clean,638085,100,800,8,0.01756632707849184,0.0177432513735233,0.00845928352408541,0.02072527087226703,0.02103378575300448,0.00663954377017547
1,delta,2025-09-14 22:31:40,data/interim/fixed_8000_balanced_exact_20250914_213413/chunks,560000,100,800,8,0.6705484721551146,0.6706443914081146,0.053466594843801896,0.6640717712784353,0.6845877831983733,0.0850048782256777
1,simple,2025-09-14 22:31:40,data/interim/fixed_8000_balanced_exact_20250914_213413/chunks,560000,100,800,8,0.6612126735786463,0.6524602867105773,0.04595992369674198,0.6306142668009062,0.6701090074584051,0.07617280327339858
1,argamon,2025-09-14 22:31:40,data/interim/fixed_8000_balanced_exact_20250914_213413/chunks,560000,100,800,8,0.6417534234849083,0.66594908392158,0.06063135609513898,0.6512780366029137,0.6389532064989543,0.08234985823032094
1,eder,2025-09-14 22:31:40,data/interim/fixed_8000_balanced_exact_20250914_213413/chunks,560000,100,800,8,0.6363754073128169,0.6706443914081146,0.06728248101149195,0.618054092579915,0.6390325637331324,0.05573957050843807
1,canberra,2025-09-14 22:31:40,data/interim/fixed_8000_balanced_exact_20250914_213413/chunks,560000,100,800,8,0.6023065010560725,0.6070209265180524,0.022881613827729477,0.570817415851917,0.5944686252628222,0.049897987632728534
1,cosine,2025-09-14 22:31:40,data/interim/fixed_8000_balanced_exact_20250914_213413/chunks,560000,100,800,8,0.5864034793278128,0.6092412590079559,0.056369173979309656,0.48633276204862946,0.4791516894320632,0.02491149787818935
1,euclidean,2025-09-14 22:31:40,data/interim/fixed_8000_balanced_exact_20250914_213413/chunks,560000,100,800,8,0.513700023659258,0.5156195156195157,0.024084027213403244,0.5025887569584201,0.47309536494405974,0.06402185874303447
2,cosine,2025-09-14 22:31:40,data/interim/fixed_8000_balanced_exact_20250914_213413/chunks,560000,100,800,8,0.4991934749740433,0.5298615289050672,0.07643203947413615,0.4637434232632961,0.4979151513405684,0.08901038590232828
2,simple,2025-09-14 22:31:40,data/interim/fixed_8000_balanced_exact_20250914_213413/chunks,560000,100,800,8,0.4897814271773453,0.5035202048441924,0.04680401024459584,0.4687012779066968,0.45958991093581725,0.03613502785072452
2,canberra,2025-09-14 22:31:40,data/interim/fixed_8000_balanced_exact_20250914_213413/chunks,560000,100,800,8,0.4654993297550098,0.5253547205398367,0.1289009845419128,0.44570895540788463,0.47309536494405974,0.087123679131431
4,canberra,2025-09-14 22:31:40,data/interim/fixed_8000_balanced_exact_20250914_213413/chunks,560000,100,800,4,0.35602928794001587,0.35602928794001587,0.008619069630772977,0.437460553518705,0.4367510152645997,0.02439238508511599
